X1,X2
0.875,0.3
0.8333333333333334,0.6
1,0
1,0.08
1,0.14814814814814814
0.9166666666666666,0.08333333333333333
1,0.676056338028169
1,0.08
0.43478260869565216,0
1,0.6571428571428571
1,0
0.5416666666666666,0
1,0
1,0
0.875,0.3225806451612903
0.9583333333333334,0.08
1,0.17857142857142858
0.7916666666666666,0.05
0.9565217391304348,0.3888888888888889
0.5416666666666666,0
1,0.5660377358490566
0.9583333333333334,0
1,0.08
0.9583333333333334,0
1,0.14814814814814814
0.34782608695652173,0
1,0.48936170212765956
0.8333333333333334,0
0.9166666666666666,0.5416666666666666
0.2608695652173913,0
0.2608695652173913,0
0.25,0
0.9583333333333334,0
0.2608695652173913,0
NA,NA
0,NA
1,0.11538461538461539
0.2916666666666667,0
1,0.2727272727272727
0.9583333333333334,0.08
NA,NA
0.7755102040816326,0
NA,NA
0.08163265306122448,0
0.9387755102040817,0.30303030303030304
0.9791666666666666,0.12962962962962962
0.9583333333333334,0
0,NA
0,NA
0.22916666666666666,0
0,NA
0.12244897959183673,0
0.9795918367346939,0.02040816326530612
0.22448979591836735,0
0.6122448979591837,0.3333333333333333
0.10204081632653061,0
0.4583333333333333,0
NA,NA
0.6122448979591837,0.0625
0.1875,0
1,0.3950617283950617
0.9591836734693877,0.020833333333333332
0.1836734693877551,0
0.8775510204081632,0.022727272727272728
1,0
0.6326530612244898,0.3111111111111111
0.7755102040816326,0.02564102564102564
0.9795918367346939,0
NA,NA
0.4375,0
0.3877551020408163,0
0.8541666666666666,0.06818181818181818
0.9591836734693877,0
0.24489795918367346,0
0.8571428571428571,0.023255813953488372
0.9375,0.021739130434782608
0.9375,0.0425531914893617
NA,NA
0,NA
1,0.4166666666666667
1,0.1694915254237288
1,0
0.9183673469387755,0.021739130434782608
0.7959183673469388,0.025
0.0625,0
0.16666666666666666,0
0.9387755102040817,0.02127659574468085
1,0.27941176470588236
0.42857142857142855,0
0.9791666666666666,0.3188405797101449
0.40816326530612246,0
0.5833333333333334,0
0.9387755102040817,0.041666666666666664
0.625,0
0.9791666666666666,0.14545454545454545
0.25,0
0,NA
0.10416666666666667,0
0.6458333333333334,0.03125
0.7755102040816326,0.13636363636363635
1,0.2835820895522388
0.375,0
1,0
0.9583333333333334,0.02127659574468085
0.9387755102040817,0.041666666666666664
NA,NA
0.9795918367346939,0.12727272727272726
1,0.02040816326530612
0.1836734693877551,0
0.7346938775510204,0.28
0.9795918367346939,0
0.12244897959183673,0
0.7142857142857143,0
0.9591836734693877,0
0.7291666666666666,0.07894736842105263
0.9583333333333334,0.2698412698412698
0.6666666666666666,0
0.4583333333333333,0
0.625,0
0.24489795918367346,0
0.8979591836734694,0.12
0.5102040816326531,0
0.9387755102040817,0.2698412698412698
0.9183673469387755,0
0.9166666666666666,0.10204081632653061
0.22916666666666666,0
1,0
0.24489795918367346,0
0.4897959183673469,0.38461538461538464
0,NA
0.10204081632653061,0
0.9791666666666666,0.22950819672131148
0.24489795918367346,0
0,NA
NA,NA
0,NA
NA,NA
0,NA
0.7551020408163265,0
0.8163265306122449,0.024390243902439025
