X1,X2,X3,X4
0.8947368421052632,0.05555555555555555,0.6842105263157895,0
1,0.05,0.6842105263157895,0
0.9473684210526315,0,0.6842105263157895,0
0.8421052631578947,0,0.7368421052631579,0
1,0,0.9473684210526315,0
0.9473684210526315,0.660377358490566,0.7894736842105263,0.7
0.9473684210526315,0,0.7894736842105263,0
1,0,0.8947368421052632,0
0.9473684210526315,0,0.8421052631578947,0
0.9473684210526315,0,0.8421052631578947,0
1,0,0.9473684210526315,0
0.9473684210526315,0,0.7894736842105263,0
1,0,0.9473684210526315,0
0.9473684210526315,0,0.7894736842105263,0
1,0,0.8421052631578947,0
1,0,0.8947368421052632,0
1,0,0.7894736842105263,0
0.9473684210526315,0.05263157894736842,0.6842105263157895,0
0.9473684210526315,0.05263157894736842,0.5789473684210527,0
0.9473684210526315,0.45454545454545453,0.7894736842105263,0.5
0.9473684210526315,0,0.8947368421052632,0
1,0,1,0
0.9473684210526315,0,0.7894736842105263,0
1,0,1,0
0.9473684210526315,0.1,0.7894736842105263,0
1,0,0.8947368421052632,0
1,0,0.8947368421052632,0
1,0,0.9473684210526315,0
0.8947368421052632,0,0.631578947368421,0
0.9473684210526315,0,0.8421052631578947,0
0.9473684210526315,0.6470588235294118,0.8421052631578947,0.673469387755102
0.9473684210526315,0.05263157894736842,0.8421052631578947,0
1,0,0.8421052631578947,0
0.9473684210526315,0.76,0.8421052631578947,0.7808219178082192
1,0,0.8947368421052632,0
1,0,0.7368421052631579,0
1,0,0.8421052631578947,0
0.8947368421052632,0.05555555555555555,0.6842105263157895,0
1,0,0.8421052631578947,0
1,0,0.8421052631578947,0
1,0,0.9473684210526315,0
1,0,0.8421052631578947,0
0.8421052631578947,0,0.5789473684210527,0
1,0,0.6842105263157895,0
0.9473684210526315,0,0.8421052631578947,0
1,0,0.8421052631578947,0
1,0,0.9473684210526315,0
1,0.05,0.8421052631578947,0
1,0,0.8421052631578947,0
0.9473684210526315,0.8085106382978723,0.8947368421052632,0.8172043010752689
1,0,0.7894736842105263,0
0.9473684210526315,0,0.8421052631578947,0
0.8947368421052632,0,0.7894736842105263,0
1,0,0.7894736842105263,0
1,0,0.9473684210526315,0
1,0,0.7894736842105263,0
0.8947368421052632,0,0.7894736842105263,0
1,0,0.8947368421052632,0
1,0,0.8947368421052632,0
1,0,0.7894736842105263,0
1,0.6041666666666666,0.8947368421052632,0.6304347826086957
0.9473684210526315,0,0.8947368421052632,0
0.9473684210526315,0,0.8947368421052632,0
0.8947368421052632,0,0.7894736842105263,0
0.9473684210526315,0,0.8421052631578947,0
1,0,0.9473684210526315,0
0.9473684210526315,0,0.8947368421052632,0
1,0.24,0.7894736842105263,0
0.9473684210526315,0.5384615384615384,0.6842105263157895,0.5806451612903226
0.9473684210526315,0,0.9473684210526315,0
0.9473684210526315,0,0.7894736842105263,0
1,0,0.9473684210526315,0
1,0,0.8947368421052632,0
1,0,0.8947368421052632,0
0.9473684210526315,0.05263157894736842,0.631578947368421,0
1,0.24,0.8421052631578947,0
0.9473684210526315,0,0.7894736842105263,0
0.8947368421052632,0,0.7894736842105263,0
1,0,0.7894736842105263,0
1,0,0.8421052631578947,0
1,0,0.7368421052631579,0
1,0,0.8421052631578947,0
0.8947368421052632,0,0.7894736842105263,0
0.9473684210526315,0.05263157894736842,0.8421052631578947,0
0.9473684210526315,0.05263157894736842,0.8421052631578947,0
0.9473684210526315,0,0.7894736842105263,0
0.8421052631578947,0.058823529411764705,0.7368421052631579,0
0.8947368421052632,0.22727272727272727,0.8421052631578947,0
0.9473684210526315,0,0.8421052631578947,0
1,0,0.7368421052631579,0
1,0,0.8421052631578947,0
0.9473684210526315,0,0.9473684210526315,0
0.8947368421052632,0,0.7894736842105263,0
1,0,0.8947368421052632,0
1,0,0.8421052631578947,0
0.9473684210526315,0,0.7368421052631579,0
0.8421052631578947,0.058823529411764705,0.7894736842105263,0
0.9473684210526315,0,0.7894736842105263,0
1,0,0.7894736842105263,0
1,0,0.8947368421052632,0
